NAME	TITLE	SCORE	
TMEM79	TMEM79	0.234628	
5830428M24RIK	5830428M24RIK	0.23456603	
ZFP57	ZFP57	0.23453896	
ERO1LB	ERO1LB	0.23414022	
GM16523	GM16523	0.23378354	
PSAPL1	PSAPL1	0.23346566	
GAD1	GAD1	0.23340376	
9330199G10RIK	9330199G10RIK	0.23325533	
PHOX2A	PHOX2A	0.23325533	
CNTD1	CNTD1	0.23316215	
GM8580	GM8580	0.23315409	
ADGB	ADGB	0.23314399	
FKBP1B	FKBP1B	0.23313744	
HMX2	HMX2	0.23297426	
9830166K06RIK	9830166K06RIK	0.2326012	
LHFPL3	LHFPL3	0.23242009	
RDH16	RDH16	0.2323612	
PCLO	PCLO	0.23224308	
PCDHB21	PCDHB21	0.23210219	
MTHFSL	MTHFSL	0.23199148	
EFEMP1	EFEMP1	0.23197854	
SDPR	SDPR	0.23174885	
MIR7030	MIR7030	0.23166764	
TUSC1	TUSC1	0.23151642	
SLC5A9	SLC5A9	0.23146655	
DSG1A	DSG1A	0.2314281	
4930455B14RIK	4930455B14RIK	0.23127455	
HIST1H4K	HIST1H4K	0.23127244	
KREMEN2	KREMEN2	0.23118125	
PALM3	PALM3	0.23017927	
CNGA1	CNGA1	0.23002519	
CADPS2	CADPS2	0.22990514	
CYP4F41-PS	CYP4F41-PS	0.22988233	
OTUD7A	OTUD7A	0.22976238	
OPCML	OPCML	0.22972961	
MIR6960	MIR6960	0.22971047	
CATIP	CATIP	0.22968066	
MIR3092	MIR3092	0.22954214	
A630001G21RIK	A630001G21RIK	0.22944765	
APON	APON	0.2291963	
2500002B13RIK	2500002B13RIK	0.22912458	
GM13212	GM13212	0.22887354	
PCDHGC5	PCDHGC5	0.22886954	
MFSD2B	MFSD2B	0.2286827	
NDRG2	NDRG2	0.22845243	
MMP24	MMP24	0.22810285	
LRRC18	LRRC18	0.22759119	
DNAH5	DNAH5	0.22754206	
PCDHGA11	PCDHGA11	0.22744954	
GM17762	GM17762	0.22705604	
LPAR4	LPAR4	0.22677973	
GM16070	GM16070	0.2265397	
ATP6V0D2	ATP6V0D2	0.22648977	
KRTCAP3	KRTCAP3	0.22644824	
KBTBD6	KBTBD6	0.22641775	
GM4792	GM4792	0.2263529	
GM15787	GM15787	0.22621301	
1110020A21RIK	1110020A21RIK	0.22606538	
VSIG2	VSIG2	0.2260083	
GM20758	GM20758	0.2259952	
RRAD	RRAD	0.22596532	
CYM	CYM	0.22573127	
APOC1	APOC1	0.22570309	
GDF5	GDF5	0.22562869	
CXX1C	CXX1C	0.2255773	
LNX1	LNX1	0.22526622	
4732490B19RIK	4732490B19RIK	0.22518647	
PEX11G	PEX11G	0.22512364	
FERMT3	FERMT3	0.22503434	
ADARB2	ADARB2	0.22464353	
ADGRE1	ADGRE1	0.22430725	
PRR30	PRR30	0.22404675	
GM5662	GM5662	0.22398	
GM6623	GM6623	0.22395442	
PCDHB4	PCDHB4	0.22386166	
GAB3	GAB3	0.22364813	
SPIN2C	SPIN2C	0.22337058	
TPD52L1	TPD52L1	0.22322181	
H2-K2	H2-K2	0.22297955	
HES5	HES5	0.22283126	
DPYD	DPYD	0.22274756	
SORBS2OS	SORBS2OS	0.22256704	
6430531B16RIK	6430531B16RIK	0.22250153	
IL17B	IL17B	0.22244327	
GRM1	GRM1	0.22243184	
MIR8094	MIR8094	0.22236022	
RBM3OS	RBM3OS	0.22174536	
IKZF2	IKZF2	0.22169395	
NXPH1	NXPH1	0.22147481	
GM6525	GM6525	0.22135529	
E130112N10RIK	E130112N10RIK	0.22134624	
ANKRD63	ANKRD63	0.2211737	
GATSL3	GATSL3	0.22068076	
KLHL33	KLHL33	0.22066882	
SNORD99	SNORD99	0.2203608	
TIGD4	TIGD4	0.22011483	
LYZ1	LYZ1	0.22010544	
MUC1	MUC1	0.22003926	
MIR5098	MIR5098	0.21996127	
PRKCD	PRKCD	0.2198201	
TNFSF9	TNFSF9	0.21975175	
PCDHAC1	PCDHAC1	0.21971709	
IFI203	IFI203	0.21961012	
GM3558	GM3558	0.21938623	
MIR1931	MIR1931	0.21929143	
MYO3B	MYO3B	0.2192604	
GM20753	GM20753	0.21901554	
MIRLET7A-1	MIRLET7A-1	0.21885389	
MYO7B	MYO7B	0.21868587	
ZIC3	ZIC3	0.21865743	
1700113A16RIK	1700113A16RIK	0.21837014	
TMEFF2	TMEFF2	0.21834706	
TUBAL3	TUBAL3	0.21810167	
HOXA2	HOXA2	0.21802033	
4930504C09RIK	4930504C09RIK	0.21771425	
MEOX2	MEOX2	0.21764106	
CCSAP	CCSAP	0.21663179	
7420426K07RIK	7420426K07RIK	0.21659026	
LOC100862268	LOC100862268	0.21643633	
4930520O04RIK	4930520O04RIK	0.2162192	
CAMK4	CAMK4	0.21614979	
KCNIP3	KCNIP3	0.21606141	
1810024B03RIK	1810024B03RIK	0.21604453	
SLC39A2	SLC39A2	0.21591823	
GM16432	GM16432	0.2157715	
FXYD6	FXYD6	0.21555996	
SNORA69	SNORA69	0.21549688	
1700010I14RIK	1700010I14RIK	0.21540678	
FAM179A	FAM179A	0.2153483	
EIF3J1	EIF3J1	0.2149896	
LAPTM5	LAPTM5	0.21479324	
TRIM63	TRIM63	0.21474293	
BIK	BIK	0.2146425	
2810454H06RIK	2810454H06RIK	0.21464212	
RTN4RL2	RTN4RL2	0.21460946	
MS4A6C	MS4A6C	0.21459089	
2210039B01RIK	2210039B01RIK	0.21450989	
SLC29A4	SLC29A4	0.21442129	
SPATA18	SPATA18	0.2137004	
GM10785	GM10785	0.21369687	
MIR3093	MIR3093	0.21360742	
PCSK5	PCSK5	0.21353266	
EPS8L1	EPS8L1	0.21345405	
SNRPN	SNRPN	0.21313548	
GDAP1L1	GDAP1L1	0.21310185	
SCN11A	SCN11A	0.21299826	
GM4847	GM4847	0.21280432	
MIR6955	MIR6955	0.21258602	
1700113B09RIK	1700113B09RIK	0.21188365	
ANKAR	ANKAR	0.2115031	
LRRC4C	LRRC4C	0.21137413	
4932443I19RIK	4932443I19RIK	0.2113062	
VWCE	VWCE	0.21126832	
GM11127	GM11127	0.21121284	
DKKL1	DKKL1	0.2110246	
ATP10B	ATP10B	0.2110226	
CCDC155	CCDC155	0.21092711	
YIPF7	YIPF7	0.21089849	
SCN3B	SCN3B	0.21078892	
BC051142	BC051142	0.2106994	
TNFAIP3	TNFAIP3	0.21052237	
0610040B10RIK	0610040B10RIK	0.21046148	
C230091D08RIK	C230091D08RIK	0.210415	
CRYL1	CRYL1	0.21036859	
BC006965	BC006965	0.21007232	
PLEKHG3	PLEKHG3	0.20994218	
CLCA2	CLCA2	0.20990631	
IL17C	IL17C	0.20983121	
TMEM71	TMEM71	0.2098154	
E030013I19RIK	E030013I19RIK	0.20979305	
KLF1	KLF1	0.20963892	
GLIS1	GLIS1	0.20958781	
NLRP1A	NLRP1A	0.20951438	
PSD4	PSD4	0.20943162	
HAS3	HAS3	0.20934136	
4930512M02RIK	4930512M02RIK	0.2092603	
1700001J03RIK	1700001J03RIK	0.2092338	
IRAK2	IRAK2	0.20917235	
CNTNAP5B	CNTNAP5B	0.20891592	
BCL6B	BCL6B	0.20881863	
GM12530	GM12530	0.20868729	
FGF18	FGF18	0.20846902	
ZFP652OS	ZFP652OS	0.20821336	
ZFP354B	ZFP354B	0.20809989	
MIR9-2	MIR9-2	0.20807779	
GSC	GSC	0.20797282	
TTN	TTN	0.20790914	
ABCC2	ABCC2	0.20728053	
TLR1	TLR1	0.20715848	
PTPN6	PTPN6	0.20660293	
SGK2	SGK2	0.20636272	
TNFSFM13	TNFSFM13	0.2063613	
TAP2	TAP2	0.20631796	
RAB30	RAB30	0.20607772	
P2RY1	P2RY1	0.20595296	
CELA1	CELA1	0.20592551	
FCGR2B	FCGR2B	0.20557544	
CTS8	CTS8	0.20537578	
CD163	CD163	0.20524685	
SLC27A5	SLC27A5	0.20503098	
VMN2R29	VMN2R29	0.20496371	
KLHL10	KLHL10	0.20491329	
HFM1	HFM1	0.20488371	
GM12060	GM12060	0.20470427	
SYCE2	SYCE2	0.20467393	
LRRD1	LRRD1	0.20458452	
LOXL3	LOXL3	0.20454401	
HMGCLL1	HMGCLL1	0.20448796	
CPNE5	CPNE5	0.20440389	
OLFR1372-PS1	OLFR1372-PS1	0.20412494	
DLL3	DLL3	0.2041172	
AU040972	AU040972	0.20379585	
4932702P03RIK	4932702P03RIK	0.2037413	
EPPK1	EPPK1	0.20359978	
SYTL3	SYTL3	0.20349732	
LAMA1	LAMA1	0.2033678	
PCDH10	PCDH10	0.20318133	
IL1RAPL2	IL1RAPL2	0.20313355	
SLC9C1	SLC9C1	0.20311844	
DALIR	DALIR	0.2029799	
ZFP773	ZFP773	0.20245378	
CAR9	CAR9	0.20233409	
ZFA-PS	ZFA-PS	0.20221809	
SHROOM1	SHROOM1	0.20220011	
ADAMTS5	ADAMTS5	0.2021583	
DSCAML1	DSCAML1	0.20203607	
NLRP12	NLRP12	0.20188014	
SHF	SHF	0.20169558	
4930428G15RIK	4930428G15RIK	0.20168522	
CST6	CST6	0.20160729	
MMP3	MMP3	0.20160073	
FBXO47	FBXO47	0.20152472	
WIPI1	WIPI1	0.20151688	
LGALS12	LGALS12	0.20151621	
METTL20	METTL20	0.20135297	
2900011O08RIK	2900011O08RIK	0.20130864	
TGM4	TGM4	0.20125176	
ADGRL4	ADGRL4	0.20116444	
1700029I15RIK	1700029I15RIK	0.20113757	
BC052688	BC052688	0.2010786	
SNORD35A	SNORD35A	0.20095807	
FCGR1	FCGR1	0.20094281	
GM12505	GM12505	0.20085675	
KLK1B24	KLK1B24	0.20085675	
PCDHB9	PCDHB9	0.2004282	
CRYGN	CRYGN	0.19999744	
DNAH1	DNAH1	0.19980994	
SYCP3	SYCP3	0.19977787	
CACNG8	CACNG8	0.19975646	
GM6682	GM6682	0.19968744	
TMEM176A	TMEM176A	0.19953725	
SULT4A1	SULT4A1	0.19930114	
TRIM34B	TRIM34B	0.19929206	
ARL9	ARL9	0.19926326	
PLAU	PLAU	0.19922878	
LGALS6	LGALS6	0.19908343	
SNORA70	SNORA70	0.19903126	
FOS	FOS	0.19895454	
TNNI3K	TNNI3K	0.19870299	
6330415G19RIK	6330415G19RIK	0.1986991	
APOL6	APOL6	0.19848749	
ASCL4	ASCL4	0.1984547	
3300005D01RIK	3300005D01RIK	0.19842157	
CD84	CD84	0.19829439	
PCDHB2	PCDHB2	0.19826646	
CCDC122	CCDC122	0.19810945	
DPY19L2	DPY19L2	0.19807728	
ZSCAN4A	ZSCAN4A	0.19807728	
ENTPD2	ENTPD2	0.19802761	
PDCD1	PDCD1	0.1974781	
PLA2R1	PLA2R1	0.1973447	
ACSS3	ACSS3	0.19728434	
KCNK10	KCNK10	0.19720472	
SLITRK6	SLITRK6	0.19712445	
A730017C20RIK	A730017C20RIK	0.19711551	
SOX3	SOX3	0.19706407	
4930431F12RIK	4930431F12RIK	0.19695747	
KLK4	KLK4	0.19693267	
NLGN3	NLGN3	0.19693147	
VSTM2L	VSTM2L	0.19690359	
GM2022	GM2022	0.19680874	
CLEC2D	CLEC2D	0.19675146	
TBXA2R	TBXA2R	0.19663005	
PNLDC1	PNLDC1	0.1965345	
TMEM35	TMEM35	0.19616635	
C230035I16RIK	C230035I16RIK	0.19612479	
GM17019	GM17019	0.19611183	
MAGEB16	MAGEB16	0.19611183	
MARCO	MARCO	0.19611183	
1700007J10RIK	1700007J10RIK	0.195881	
4930419G24RIK	4930419G24RIK	0.19570035	
PCNXL2	PCNXL2	0.19562955	
IL2RB	IL2RB	0.19547164	
1700019B21RIK	1700019B21RIK	0.1953016	
SYNDIG1L	SYNDIG1L	0.19529949	
GRIP2	GRIP2	0.1946625	
ZIC1	ZIC1	0.19459616	
SLC6A2	SLC6A2	0.19451116	
ALS2CL	ALS2CL	0.1944277	
B930018H19RIK	B930018H19RIK	0.19433074	
VMN2R86	VMN2R86	0.19433074	
GM5607	GM5607	0.194126	
ZFP85OS	ZFP85OS	0.19378906	
ATP2C2	ATP2C2	0.19376762	
MIR7669	MIR7669	0.19369903	
MIR155HG	MIR155HG	0.19364055	
GH	GH	0.19340786	
YPEL1	YPEL1	0.19307177	
GRM4	GRM4	0.19298282	
VWA3A	VWA3A	0.19291711	
HR	HR	0.1926701	
SNORA41	SNORA41	0.19251496	
ASIC5	ASIC5	0.192276	
PSRC1	PSRC1	0.1922327	
RNU12	RNU12	0.1921836	
NPY	NPY	0.19209221	
CCDC125	CCDC125	0.19182317	
LDB2	LDB2	0.19176361	
AU022793	AU022793	0.19148485	
GM17746	GM17746	0.19148485	
MTL5	MTL5	0.19147918	
REM2	REM2	0.19126408	
FKBP11	FKBP11	0.19122861	
FAM222A	FAM222A	0.19109333	
RASGRF2	RASGRF2	0.19076835	
FHL4	FHL4	0.19075319	
TGM3	TGM3	0.1907347	
SLC30A8	SLC30A8	0.19070856	
AS3MT	AS3MT	0.19070344	
FAM174B	FAM174B	0.19060318	
CYSLTR2	CYSLTR2	0.19021012	
GM10069	GM10069	0.19020739	
PNMA5	PNMA5	0.19015466	
PCDHGA12	PCDHGA12	0.1900783	
RASSF9	RASSF9	0.18993592	
4930404I05RIK	4930404I05RIK	0.18985718	
B230119M05RIK	B230119M05RIK	0.18979923	
SPATA3	SPATA3	0.18965608	
MYO18B	MYO18B	0.18961126	
PCDHB13	PCDHB13	0.18960288	
NFKBIZ	NFKBIZ	0.1893878	
GRIK3	GRIK3	0.18903787	
CYP39A1	CYP39A1	0.1889567	
FUT2	FUT2	0.18893114	
BRINP2	BRINP2	0.18889743	
DNAIC2	DNAIC2	0.18881007	
LRIT1	LRIT1	0.1887346	
HCN2	HCN2	0.18868616	
ZFP433	ZFP433	0.18867692	
PCDHB15	PCDHB15	0.18862519	
IHH	IHH	0.18860519	
2810459M11RIK	2810459M11RIK	0.18847512	
TRIM60	TRIM60	0.18839388	
APOL10B	APOL10B	0.18838228	
XLR5A	XLR5A	0.18835911	
HOXA4	HOXA4	0.1881271	
PLA2G3	PLA2G3	0.18812393	
EXOC3L	EXOC3L	0.18808383	
CYP2E1	CYP2E1	0.18805382	
2610206C17RIK	2610206C17RIK	0.1879517	
BLNK	BLNK	0.18789741	
PRKAG3	PRKAG3	0.18787894	
KIF19A	KIF19A	0.18778005	
GM10677	GM10677	0.18775606	
PSD2	PSD2	0.18773024	
MIR5618	MIR5618	0.18767266	
TK1	TK1	0.18759699	
FASL	FASL	0.18743768	
AGTR2	AGTR2	0.18733194	
IRAK3	IRAK3	0.1872873	
CHAT	CHAT	0.18701954	
MID1	MID1	0.18693444	
D830026I12RIK	D830026I12RIK	0.18691908	
1700016G22RIK	1700016G22RIK	0.1867331	
GM31763	GM31763	0.18669012	
ADAMTS13	ADAMTS13	0.18654042	
FLI1	FLI1	0.18653016	
1110019D14RIK	1110019D14RIK	0.18643	
4921513I03RIK	4921513I03RIK	0.18620615	
GM4971	GM4971	0.18620615	
RS1	RS1	0.18620615	
ODF3	ODF3	0.18618862	
SNORD1C	SNORD1C	0.18607868	
GM7008	GM7008	0.18604003	
IL17RE	IL17RE	0.18599099	
CRIP3	CRIP3	0.18596019	
GRIN2A	GRIN2A	0.18577379	
TAS1R3	TAS1R3	0.18547459	
HGD	HGD	0.18526438	
S1PR2	S1PR2	0.18511268	
SNORD37	SNORD37	0.18510863	
GRM3	GRM3	0.18505	
TBC1D10C	TBC1D10C	0.18495172	
CKM	CKM	0.18458956	
ALS2CR12	ALS2CR12	0.18445557	
AA545190	AA545190	0.18443505	
KLF8	KLF8	0.18406746	
PLLP	PLLP	0.18389317	
D430041D05RIK	D430041D05RIK	0.18369348	
ZFP820	ZFP820	0.18364285	
SLC9B2	SLC9B2	0.18355756	
AI414108	AI414108	0.18355186	
C920006O11RIK	C920006O11RIK	0.18350883	
4933424G05RIK	4933424G05RIK	0.18336356	
LUZP2	LUZP2	0.18332931	
CLHC1	CLHC1	0.18324855	
PPP1R1A	PPP1R1A	0.18322046	
MMP17	MMP17	0.18309629	
MIR3068	MIR3068	0.18287836	
GM13157	GM13157	0.18283497	
BARHL1	BARHL1	0.18242656	
RGS1	RGS1	0.18242656	
DAAM2	DAAM2	0.18230496	
MPTX1	MPTX1	0.18228139	
MMP10	MMP10	0.18220985	
GM38431	GM38431	0.18208475	
B230216N24RIK	B230216N24RIK	0.1820428	
BRICD5	BRICD5	0.18203686	
MIR6965	MIR6965	0.18201959	
ZFP804B	ZFP804B	0.18201959	
CFAP126	CFAP126	0.18193488	
SNORA31	SNORA31	0.18184876	
ZFP429	ZFP429	0.18175514	
MIR8120	MIR8120	0.18162973	
KCND2	KCND2	0.18141548	
MIR1983	MIR1983	0.18135352	
9530053A07RIK	9530053A07RIK	0.18133707	
KCNS2	KCNS2	0.18125516	
ZYG11A	ZYG11A	0.18120983	
GLYCAM1	GLYCAM1	0.18115816	
IL31RA	IL31RA	0.18113469	
TPO	TPO	0.18113469	
CARD6	CARD6	0.18089174	
ALCAM	ALCAM	0.180841	
FAM69C	FAM69C	0.18083574	
OLFR1393	OLFR1393	0.18077223	
SPACA3	SPACA3	0.18076059	
RGS9	RGS9	0.18057324	
RPL26	RPL26	0.18037382	
4930519F16RIK	4930519F16RIK	0.18027622	
BTN1A1	BTN1A1	0.18022737	
IL1F9	IL1F9	0.18019211	
GM10767	GM10767	0.18010205	
CLU	CLU	0.17993744	
HUS1B	HUS1B	0.17988653	
GPR142	GPR142	0.17985316	
PAQR7	PAQR7	0.17981815	
FMO3	FMO3	0.17971991	
GLYATL3	GLYATL3	0.17964938	
NPL	NPL	0.17945427	
FGF9	FGF9	0.1793585	
1700084C01RIK	1700084C01RIK	0.17892478	
KY	KY	0.17892227	
SLC7A10	SLC7A10	0.17876455	
SLCO4A1	SLCO4A1	0.17876266	
IL17RD	IL17RD	0.17870739	
ASB16	ASB16	0.17836456	
FAM166A	FAM166A	0.17831887	
ATP1A2	ATP1A2	0.17827035	
GPR156	GPR156	0.17810357	
LGR5	LGR5	0.17804146	
KCNMA1	KCNMA1	0.17799288	
MIR7028	MIR7028	0.17772023	
DMRTA1	DMRTA1	0.17767073	
RYR1	RYR1	0.17759795	
C330013E15RIK	C330013E15RIK	0.17751154	
B3GALT2	B3GALT2	0.1771732	
LEF1	LEF1	0.17714994	
XCR1	XCR1	0.17702983	
ABCA6	ABCA6	0.1769085	
NLRP4C	NLRP4C	0.17687532	
TRAP1A	TRAP1A	0.17687532	
MIR421	MIR421	0.17682265	
GPR3	GPR3	0.17678863	
SOGA3	SOGA3	0.17673445	
SLCO3A1	SLCO3A1	0.17667058	
PKN3	PKN3	0.1763824	
CASR	CASR	0.17633994	
HOXA3	HOXA3	0.17620689	
MIR5106	MIR5106	0.17604207	
OCSTAMP	OCSTAMP	0.17604207	
ZFP456	ZFP456	0.17597824	
IL17F	IL17F	0.17586708	
FIBCD1	FIBCD1	0.1758253	
VEPH1	VEPH1	0.17576064	
ANKLE1	ANKLE1	0.17574352	
TTC16	TTC16	0.17569116	
NOL3	NOL3	0.17564563	
9530027J09RIK	9530027J09RIK	0.17556626	
PSG23	PSG23	0.17553033	
MYT1L	MYT1L	0.17534645	
ZFP296	ZFP296	0.1751433	
SERPINB6B	SERPINB6B	0.17507364	
SH3BP4	SH3BP4	0.17497423	
OLFM3	OLFM3	0.17494279	
CLCF1-POLD4	CLCF1-POLD4	0.17487189	
FAM196B	FAM196B	0.17480299	
GFPT2	GFPT2	0.17478119	
NHLH1	NHLH1	0.17470683	
GPR37L1	GPR37L1	0.17454983	
PPP1R42	PPP1R42	0.17453778	
SLCO4C1	SLCO4C1	0.17443374	
THA1	THA1	0.17434703	
VEGFC	VEGFC	0.17415243	
LOC100504703	LOC100504703	0.17411584	
FAM167B	FAM167B	0.17389335	
3110099E03RIK	3110099E03RIK	0.17388915	
NPSR1	NPSR1	0.17387141	
SYTL4	SYTL4	0.17370957	
USP2	USP2	0.17359282	
SNORA68	SNORA68	0.17356484	
E230025N22RIK	E230025N22RIK	0.17354798	
PPP2R2C	PPP2R2C	0.17350096	
TMEM212	TMEM212	0.17345503	
KPNA7	KPNA7	0.17328078	
TDH	TDH	0.17328078	
ARHGAP6	ARHGAP6	0.17318633	
TEX26	TEX26	0.1730651	
GPR15	GPR15	0.17297609	
GNB4	GNB4	0.17287399	
4930452G13RIK	4930452G13RIK	0.17279899	
AIRE	AIRE	0.17275624	
MKRN2OS	MKRN2OS	0.17266035	
SLC9A5	SLC9A5	0.17260341	
MXD3	MXD3	0.17259572	
ATF7IP2	ATF7IP2	0.17253779	
TEX21	TEX21	0.1724585	
SPDYA	SPDYA	0.17243212	
LRAT	LRAT	0.17216475	
MIR7675	MIR7675	0.17211057	
IZUMO4	IZUMO4	0.17209831	
EFHC1	EFHC1	0.17192131	
RGL3	RGL3	0.17164992	
1700112E06RIK	1700112E06RIK	0.17156579	
THY1	THY1	0.17121291	
FBXO40	FBXO40	0.17118207	
TNFRSF17	TNFRSF17	0.17118207	
SNHG11	SNHG11	0.17113215	
ICOS	ICOS	0.17094351	
GALNT15	GALNT15	0.17087342	
VMN2R-PS129	VMN2R-PS129	0.17077997	
STX19	STX19	0.17073902	
ZFP108	ZFP108	0.17046392	
GM12238	GM12238	0.17023298	
SCRG1	SCRG1	0.17023261	
B230208H11RIK	B230208H11RIK	0.17015725	
D030028A08RIK	D030028A08RIK	0.17015012	
MIR468	MIR468	0.1700256	
SHC4	SHC4	0.16999197	
ITPKA	ITPKA	0.16993205	
CSPG5	CSPG5	0.16993128	
NR4A1	NR4A1	0.16951665	
DUSP28	DUSP28	0.1694887	
PIK3C2B	PIK3C2B	0.16941474	
GIPC3	GIPC3	0.16939537	
PFKFB1	PFKFB1	0.16933772	
ARHGEF15	ARHGEF15	0.16914356	
ESX1	ESX1	0.16909851	
GM21269	GM21269	0.16908388	
TSPEAR	TSPEAR	0.1688959	
PYROXD2	PYROXD2	0.16888747	
9030025P20RIK	9030025P20RIK	0.1688764	
GNAL	GNAL	0.16877657	
2610020C07RIK	2610020C07RIK	0.16876718	
SNORD57	SNORD57	0.16874148	
UBE2QL1	UBE2QL1	0.16863677	
SBSN	SBSN	0.16846777	
GM11468	GM11468	0.16843219	
8430426J06RIK	8430426J06RIK	0.16840526	
SNORD58B	SNORD58B	0.16839372	
HSD17B14	HSD17B14	0.16819891	
2310002F09RIK	2310002F09RIK	0.16816665	
KCTD4	KCTD4	0.16816479	
SYPL2	SYPL2	0.16808645	
SLC24A3	SLC24A3	0.16803269	
STMN3	STMN3	0.16799024	
NAP1L2	NAP1L2	0.16791095	
BC049715	BC049715	0.16790186	
CCDC103	CCDC103	0.16787648	
D030018L15RIK	D030018L15RIK	0.16787048	
CHRM2	CHRM2	0.16772139	
OLFR315	OLFR315	0.16759098	
5430431A17RIK	5430431A17RIK	0.16720553	
TRPC6	TRPC6	0.16718948	
GPR158	GPR158	0.16715474	
EDNRA	EDNRA	0.16713075	
ADAM32	ADAM32	0.16705643	
ALPK1	ALPK1	0.16702539	
SPAG4	SPAG4	0.16692775	
PCDHB7	PCDHB7	0.16679524	
IRS4	IRS4	0.16651839	
ONECUT2	ONECUT2	0.16649878	
E130215H24RIK	E130215H24RIK	0.16648984	
PRG4	PRG4	0.16639835	
ITGB2L	ITGB2L	0.16630793	
LRRC72	LRRC72	0.16630793	
MIR3076	MIR3076	0.16630793	
2610318N02RIK	2610318N02RIK	0.1662757	
SHTN1	SHTN1	0.16625781	
CFAP53	CFAP53	0.16608796	
SNORD42A	SNORD42A	0.16599329	
RORC	RORC	0.1659867	
4930539E08RIK	4930539E08RIK	0.16571873	
SNORD89	SNORD89	0.16570345	
KRT222	KRT222	0.16566676	
4930444F02RIK	4930444F02RIK	0.16557567	
MROH2B	MROH2B	0.16557567	
ZFP572	ZFP572	0.16557567	
PXDC1	PXDC1	0.16550437	
BFSP1	BFSP1	0.16533013	
RMI2	RMI2	0.16525811	
SLC27A3	SLC27A3	0.1651884	
KCNJ12	KCNJ12	0.16515452	
PLEKHG4	PLEKHG4	0.16498289	
MIR7031	MIR7031	0.16481304	
LGALS7	LGALS7	0.1646723	
GM5039	GM5039	0.16464081	
3110039M20RIK	3110039M20RIK	0.16457374	
GGACT	GGACT	0.16455624	
TMEM106A	TMEM106A	0.16436431	
CDKN3	CDKN3	0.16419886	
BCO2	BCO2	0.1641695	
NAALADL1	NAALADL1	0.16414279	
SHISA4	SHISA4	0.16411538	
BEND5	BEND5	0.16407913	
GM5475	GM5475	0.16403848	
MIR7082	MIR7082	0.16403848	
GNG8	GNG8	0.16363497	
MIR3091	MIR3091	0.16356091	
TCP11	TCP11	0.16355042	
HIST1H3I	HIST1H3I	0.163428	
4930577N17RIK	4930577N17RIK	0.16322444	
DPP4	DPP4	0.163188	
SFRP2	SFRP2	0.16291675	
DLX1	DLX1	0.162915	
SH2B2	SH2B2	0.16282992	
4831440E17RIK	4831440E17RIK	0.16274352	
ANKDD1B	ANKDD1B	0.1626457	
FAM109B	FAM109B	0.16263957	
GM5577	GM5577	0.16250531	
HC	HC	0.16245463	
SLC4A8	SLC4A8	0.1622417	
CACNG4	CACNG4	0.1621264	
SLC30A10	SLC30A10	0.16206534	
WIPF3	WIPF3	0.16195543	
TCEA2	TCEA2	0.16192043	
CXXC4	CXXC4	0.16174063	
AEBP1	AEBP1	0.16169852	
GM4532	GM4532	0.16168825	
1600002D24RIK	1600002D24RIK	0.16159944	
TMEM225	TMEM225	0.16159944	
GPX7	GPX7	0.16153581	
DEPDC1B	DEPDC1B	0.16149218	
GM8234	GM8234	0.16147555	
GALM	GALM	0.1614747	
SNORD23	SNORD23	0.16146278	
RELB	RELB	0.1611755	
FIGNL2	FIGNL2	0.16114941	
C030016D13RIK	C030016D13RIK	0.16113418	
PDE1B	PDE1B	0.16111714	
SAMD14	SAMD14	0.16090956	
CYP7A1	CYP7A1	0.16076447	
DOK1	DOK1	0.16067204	
PXYLP1	PXYLP1	0.16045037	
CLDN34C1	CLDN34C1	0.16040893	
NPHS2	NPHS2	0.16031605	
CMTM5	CMTM5	0.16031325	
LDLRAD4	LDLRAD4	0.16018437	
CEBPD	CEBPD	0.16014351	
SAPCD2	SAPCD2	0.1601429	
2900052N01RIK	2900052N01RIK	0.16010228	
GM8300	GM8300	0.16001016	
CORO1A	CORO1A	0.15996407	
DMRTA2	DMRTA2	0.15995565	
1700019A02RIK	1700019A02RIK	0.1599231	
TUSC5	TUSC5	0.15959662	
NELL2	NELL2	0.1595822	
BC064078	BC064078	0.15936352	
CDH8	CDH8	0.15923873	
GSTT1	GSTT1	0.15921707	
PCDHA9	PCDHA9	0.15914433	
SERPINA3N	SERPINA3N	0.15911214	
CFAP52	CFAP52	0.15910792	
SVOPL	SVOPL	0.15902095	
A330009N23RIK	A330009N23RIK	0.15892525	
CD38	CD38	0.15892428	
DNAAF3	DNAAF3	0.15891433	
SPHK1	SPHK1	0.15888128	
FABP5	FABP5	0.15884621	
EBI3	EBI3	0.15880713	
GM3636	GM3636	0.1587966	
A930003A15RIK	A930003A15RIK	0.15860938	
MYB	MYB	0.15860751	
CCDC150	CCDC150	0.15859722	
MARCKSL1-PS4	MARCKSL1-PS4	0.15857886	
2810403D21RIK	2810403D21RIK	0.15837787	
GPRASP2	GPRASP2	0.15833758	
VCAN	VCAN	0.1583282	
SLC1A1	SLC1A1	0.1583151	
PKDCC	PKDCC	0.15824844	
TSACC	TSACC	0.15819378	
NEU4	NEU4	0.15817782	
KCTD19	KCTD19	0.15816866	
ACCS	ACCS	0.15816656	
MLPH	MLPH	0.15811077	
COL23A1	COL23A1	0.15802006	
HLX	HLX	0.15798736	
MIR343	MIR343	0.15795922	
MIR5119	MIR5119	0.15793687	
SPATA13	SPATA13	0.15790209	
RPL37RT	RPL37RT	0.15790004	
